id	Arousal	Dominance	Valence	sentence
118CWL049_1328_1396	3.0	3.0	4.0	b'By contributing 1000 you can support one match for one year'
118CWL049_1397_1512	3.0	3.0	4.0	b'This money maintains the infrastructure that fosters and supports the development of effective relationships'
118CWL049_1513_1652	3.0	3.0	3.0	b'This includes a volunteer screening process orientation training and ongoing supervision and support by a professional staff'
118CWL049_1659_1850	3.0	3.0	3.0	b'As a Matchmaker you will receive a description of your match and be identified as a Matchmaker on a plaque in the Big Sisters office in the agency newsletter and annual report'
118CWL049_1857_1918	3.0	3.0	3.0	b'Today Big Sisters serves over 1000 girls in central Indiana'
118CWL049_1919_1974	3.0	3.0	2.0	b'But for each girl served more are left unserved'
118CWL049_1975_2035	3.0	3.0	3.0	b'Over 235 girls are currently waiting for a Big Sister'
118CWL049_2036_2156	4.0	3.0	4.0	b'Imagine the difference the community could make if each congregation pledged its support of one Big Sisters match'
118CWL049_2264_2274	3.0	3.0	3.0	b'Sincerely'
118CWL049_2281_2369	3.0	3.0	3.0	b'Dr Linda McCoy Pastor THE GARDEN A Blossom of St Lukes United Methodist Church'
118CWL050_18_33	3.0	3.0	3.0	b'August 10 1999'
118CWL050_40_104	2.0	3.0	3.0	b'Mr Caring Philanthropy 01234 Giving Way Contribution USA 56789'
118CWL050_111_133	3.0	3.0	3.0	b'Dear Mr Philanthropy'
118CWL050_140_228	3.0	3.0	3.0	b'The urgency you feel to make changes is just the extent that change will be made'
118CWL050_229_253	3.0	3.0	3.0	b'Do not sit this one out'
118CWL050_254_274	3.0	4.0	3.0	b'Do not play it safe'
118CWL050_275_347	3.0	4.0	4.0	b'Understand the world and change it where it needs to be changed'
118CWL050_348_378	3.0	3.0	3.0	b'Make our society better'
118CWL050_379_453	3.0	3.0	3.0	b'Make a world worthy of the children that your generation will bear'
118CWL050_454_467	3.0	3.0	3.0	b' Carl Sagan'
118CWL050_474_564	3.0	3.0	3.0	b'You can help make positive changes in the lives of atrisk youth in central Indiana'
118CWL050_565_768	3.0	3.0	3.0	b'We often hear about economic poverty but what some of these young people are growing up with is emotional povertythey have often given up on hope and the possibility of a successful future'
118CWL050_769_810	3.0	3.0	3.0	b'With your help we can change that'
118CWL050_817_929	3.0	3.0	4.0	b'Many Little Sisters are preparing to go back to school this fall full of hope and with a positive outlook'
118CWL050_930_1091	4.0	3.0	4.0	b'Thanks to our Big Sisters volunteers these young people are selfconfident believe in themselves and are beginning to realize their full potential'
118CWL050_1092_1209	3.0	3.0	3.0	b'A recent study by PublicPrivate Ventures PPV showed that girls who had a Big Sister for just one year'
118CWL050_1216_1250	3.0	3.0	4.0	b'reduced firsttime drug use by 46'
118CWL050_1251_1284	2.0	3.0	3.0	b'lowered school absenteeism by 52'
118CWL050_1291_1318	3.0	3.0	3.0	b'cut violent behavior by 33'
118CWL050_1319_1398	3.0	3.0	3.0	b'enhanced school performance showed improved peer and family relationships'
118CWL050_1405_1497	3.0	3.0	4.0	b'Former Little Sister Amy now 18years old is a testament to the Big Sisters program'
118CWL050_1504_1554	3.0	3.0	3.0	b'I was matched with my Big Sister in June of 1992'
118CWL050_1555_1665	3.0	3.0	4.0	b'Since then she and I have grown very close and I have been able to experience lots of new things'
118CWL050_1666_1826	3.0	3.0	3.0	b'We go to movies dinner concerts and other stuff like that but I have also been able to participate in charity events and fundraiser type things'
118CWL050_1833_1925	4.0	3.0	4.0	b'Not only did I have a lot of fun with my Big Sister but I learned a lot from her too'
118CWL050_1926_2046	3.0	3.0	4.0	b'I have become more openminded more responsible and most importantly I have gained a lot more selfconfidence'
118CWL050_2047_2151	3.0	3.0	4.0	b'I am very thankful to the Big Sisters program for allowing me this very special opportunity'
118CWL050_2158_2235	3.0	3.0	4.0	b'In 1998 Big Sisters served 972 young people through its many programs'
118CWL050_2236_2264	3.0	3.0	3.0	b'But the need is still great'
118CWL050_2265_2324	3.0	3.0	2.0	b'Over 170 young people are still waiting for a mentor'
118CWL050_2331_2435	3.0	3.0	3.0	b'You are an important part in making sure these young people are matched with caring adult mentors'
118CWL050_2436_2656	3.0	3.0	3.0	b'Will you make a financial gift to Big Sisters in 1999 that will ensure that more young people receive the guidance they need that more young people stay in school stay off drugs and make good choices'
118CWL050_2663_2741	3.0	3.0	3.0	b'Your contribution will be used to recruit and retain quality volunteers'
118CWL050_2742_2992	3.0	4.0	4.0	b'It will also be used to help maintain the infrastructure that fosters and supports the development of effective relationships including volunteer orientation and training and ongoing supervision and support by a professional staff'
118CWL050_2993_3028	4.0	3.0	4.0	b'This year your gift can go farther'
118CWL050_3035_3195	3.0	3.0	3.0	b'Gifts of 100 or more will be matched thanks to a special 25th Anniversary 100000 Challenge Grant and will be placed in the Growth For Girls Fund'
118CWL050_3196_3320	3.0	3.0	3.0	b'This fund will support the goal of having 550 mentoring relationships by the end of 1999 and 1200 by the end of 2004'
118CWL050_3327_3457	3.0	3.0	3.0	b'If you would like to find out more about the Big Sisters program please call us 317 6346102 and ask for Ellen Robinson'
118CWL050_3458_3527	3.0	3.0	4.0	b'Thank you very much for your time attention and consideration'
118CWL050_3534_3544	2.0	3.0	3.0	b'Sincerely'
118CWL050_3602_3606	3.0	3.0	3.0	b'PS'
118CWL050_3607_3658	4.0	3.0	3.0	b'When you give to Big Sisters you can get 50 back'
118CWL050_3659_3849	2.0	3.0	3.0	b'For a minimum contribution of 250 you become eligible for a 50 Indiana state tax credit through the Indiana Department of Commerce Neighborhood Assistance Program NAP'
118CWL050_3850_3892	3.0	2.0	3.0	b'A limited number of credits are available'
118CWL050_3893_4019	3.0	3.0	3.0	b'To receive an application form check the NAP box on the enclosed pledge card or call us 317 6346102 ext 20'
119CWL041_18_32	3.0	3.0	3.0	b'March 29 1999'
119CWL041_39_64	3.0	3.0	3.0	b'Name Address City ST Zip'
119CWL041_71_81	3.0	3.0	3.0	b'Dear Name'
119CWL041_88_139	3.0	3.0	3.0	b'The 1999 Invest in Youth Campaign is in full swing'
119CWL041_140_221	3.0	4.0	3.0	b'As a former board member the success of the YMCA is still important to me'
119CWL041_222_312	3.0	3.0	3.0	b'We must be able to reach all youth and families interested in valuesbased programs'
119CWL041_313_366	3.0	3.0	4.0	b'The Invest in Youth campaign helps insure this'
119CWL041_373_423	3.0	3.0	3.0	b'New initiatives in the innercity are taking hold'
119CWL041_424_593	3.0	4.0	4.0	b'The Urban Mission Branch is reaching out to middle school youth with programs based on caring honesty respect and responsibility for themselves and others'
119CWL041_600_684	3.0	3.0	3.0	b'For some these are very different messages from the ones heard in the street'
119CWL041_685_844	3.0	3.0	4.0	b'They are learning to make positive choices concerning alcohol tobacco and other drugs and to support each other when those choices are challenged'
119CWL041_851_942	3.0	3.0	3.0	b'You have shared in the vision and the leadership of the YMCA of Greater Indianapolis'
119CWL041_943_1108	3.0	3.0	3.0	b'I now invite you to continue to support the mission and the message that is so important to building strong kids strong families and strong communities'
119CWL041_1109_1187	3.0	3.0	3.0	b'Please consider joining the Chairmans Roundtable with a gift of 1000'
119CWL041_1188_1245	3.0	3.0	3.0	b'I have enclosed a pledge card for your convenience'
119CWL041_1246_1415	3.0	2.0	3.0	b'We would like to announce the success of this years campaign at the Annual Meeting on April 27 so please return you pledge or gift within the next 30 days'
119CWL041_1422_1432	3.0	3.0	4.0	b'Thank you'
119CWL041_1439_1449	3.0	3.0	3.0	b'Sincerely'
119CWL041_1456_1479	3.0	3.0	3.0	b'Richard H Gilbert Jr'
119CWL041_1480_1532	3.0	3.0	3.0	b'Past Board Member YMCA of Greater Indianapolis'
602CZL285_18_30	3.0	3.0	3.0	b'June 6 2000'
602CZL285_37_62	2.0	3.0	3.0	b'Name Address City ST Zip'
602CZL285_69_79	2.0	3.0	3.0	b'Dear Name'
602CZL285_86_259	2.0	3.0	4.0	b'Pat LaCrosse asked me to send this information inviting you to join the Georgia OKeeffe Circle of the Indianapolis Museum of Arts Second Century Society SCS'
602CZL285_260_452	3.0	3.0	4.0	b'The SCS brochure I am enclosing will give you the historic significance of SCS as well as listing activities and specific benefits awarded to donors at the Georgia OKeeffe level'
602CZL285_453_606	3.0	3.0	3.0	b'Your Georgia OKeeffe membership please note includes free admission to all artrelated activities of the IMAs Young Friends of Art group'
602CZL285_613_815	3.0	3.0	3.0	b'Additionally I am sending traditional background materials on the Museum and the two latest issues of our Previews Magazine detailing upcoming events exhibitions and educational programs'
602CZL285_822_1118	4.0	3.0	3.0	b'These are particularly exciting times at the Indianapolis Museum of Art Progress continues on the JK Lilly estateOldfields our Ravine Garden has been restored to its original splendor and there is national attention showered on our current exhibition of Japanese Painting'
602CZL285_1125_1181	2.0	3.0	3.0	b'please see The New York Times article I have included'
602CZL285_1182_1267	4.0	4.0	4.0	b'With thousands of trees and flowers in bloom we are having a beautiful Spring'
602CZL285_1274_1460	3.0	3.0	3.0	b'Our extraordinary permanent collection facility and grounds we understand full well would not be possible without the philanthropic support of civicminded men and women'
602CZL285_1461_1654	3.0	3.0	4.0	b'In joining SCS you join the ranks of those who believe that bringing art and art education to the city makes life better richer and more rewarding for the entire community'
602CZL285_1661_1739	3.0	3.0	3.0	b'A Second Century Society response card and return envelope are enclosed'
602CZL285_1740_1852	3.0	3.0	3.0	b'Should you have questions or if I can be of assistance in any way please call me 3179231331 ext 248'
602CZL285_1859_1869	2.0	3.0	3.0	b'Sincerely'
602CZL285_1876_1920	3.0	3.0	3.0	b'ARLETTA BNEWTON Donor Relations Coordinator'
602CZL285_1921_1931	3.0	3.0	3.0	b'Enclosures'
602CZL285_1939_2117	3.0	3.0	3.0	b'P S Both our Barefoot in the Grass family picnic July 232000 and the annual SCS Founders Day celebration October 112000 are free for Georgia OKeeffe members'
602CZL285_2118_2138	4.0	3.0	4.0	b'Mark your calendars'
alumnifund1_34_158	3.0	3.0	3.0	b'NEW YORK UNIVERSITY GRADUATE SCHOOL OF ARTS AND SCIENCE OFFICE OF THE DEAN'
alumnifund1_262_271	3.0	3.0	3.0	b'Fall 2000'
alumnifund1_349_436	3.0	3.0	3.0	b'Ms FirstName LastName NumberStreetName Statename StateZipCode'
alumnifund1_462_479	3.0	3.0	3.0	b'Dear Ms LastName'
alumnifund1_505_657	3.0	3.0	4.0	b'Over the past year the Graduate School of Arts and Science has seen record level contributions from its alumni and alumnae to the School\xe2\x80\x99s Annual Fund'
alumnifund1_658_747	3.0	3.0	4.0	b'This response is a marvelous endorsement of the work of our students faculty and staff'
alumnifund1_773_1021	3.0	3.0	3.0	b'As you read the enclosed Dean s Report and Request I hope you will consider how your support of the Graduate School\xe2\x80\x99s Annual Fund shapes the lives of its faculty and students as it makes an impact on the depth and breadth of their NYU experience'
alumnifund1_1022_1201	4.0	3.0	4.0	b'Contributions to the Annual Fund help us to prepare our master\xe2\x80\x99s students with a thorough knowledge of their discipline as well as the needed skills for success in the workplace'
alumnifund1_1202_1376	3.0	3.0	3.0	b'They enable us to provide students with access to stateoftheart technology and opportunities to attend professional colloquia seminars and conferences on and off campus'
alumnifund1_1402_1603	3.0	3.0	3.0	b'Your support of the Graduate School\xe2\x80\x99s Annual Fund is critical to maintaining the core values of GSAS rigorous inquiry the lifelong discovery of ideas and our commitment to the ethics of scholarship'
alumnifund1_1604_1768	3.0	3.0	3.0	b'We also hope you have been able to follow the public education campaign for our master\xe2\x80\x99s programs in The New York Times and elsewhere a sign of our belief in them'
alumnifund1_1769_1939	3.0	3.0	3.0	b'Your gift reinforces our emphasis on these ideals that have distinguished the Graduate School of Arts and Science as a preeminent center for advanced learning since 1886'
alumnifund1_1965_2048	3.0	3.0	4.0	b'I am grateful for your continued partnership in our pursuit of these shared values'
alumnifund1_2049_2066	3.0	3.0	4.0	b'With best wishes'
alumnifund1_2118_2156	3.0	3.0	3.0	b'Catharine R Stimpson Dean'
alumnifund1_2247_2282	3.0	3.0	3.0	b'GRADUATE SCHOOL OF ARTS AND SCIENCE'
AMC2_34_149	3.0	3.0	4.0	b'APPALACHIAN MOUNTAIN CLUB members take recreation time seriously and know the importance of good trail information'
AMC2_150_235	3.0	3.0	4.0	b'Here are four packages with our most popular titles for you at incredibly low prices'
AMC2_356_443	4.0	3.0	4.0	b'For getting in touch with nature Maine can\xe2\x80\x99t be beat\xe2\x80\x94it\xe2\x80\x99s an outdoors lover\xe2\x80\x99s paradise'
AMC2_444_682	3.0	3.0	3.0	b'From seaside trails in Acadia National Park to Baxter Park\xe2\x80\x99s vast wilderness you\xe2\x80\x99ll encounter a host of wildlife untram\xc2\xadmeled hiking trails rimmed with towering pine and more than 100 crystalclear lakes ponds and thunder\xc2\xading rivers'
AMC2_695_864	3.0	4.0	3.0	b'AMC\xe2\x80\x99s Quiet Water Canoe Guide Maine offers a chance to experience unspoiled quiet places to observe wildlife in their natural habitat to paddle and completely unwind'
AMC2_877_1168	3.0	3.0	3.0	b'When you hit the trail AMC Maine Mountain Guide and AMC Guide to Mount Desert Island and Included in your gift set AMC Maine Mountain Guide 7th edition AMC Guide to Mount Desert Island and Acadia National Park Quiet Water Canoe Guide Maine'
AMC2_1262_1297	3.0	3.0	3.0	b'New Hampshire Family Recreation Kit'
AMC2_1323_1483	4.0	3.0	4.0	b'Take two of our most popular Nature Walks guides add a Quiet Water Canoe Guide and you have the makings for an unforget\xc2\xadtable family vacation in New Hampshire'
AMC2_1484_1664	3.0	4.0	3.0	b'Now is your chance to get a great discount on Nature Walks in the New Hampshire Lakes Region\xe2\x80\x94the latest addition to our Nature Walks series\xe2\x80\x94and Nature Hikes in the White Mountains'
AMC2_1665_1857	3.0	3.0	3.0	b'These guides are perfect for your family day hikes\xe2\x80\x94they\xe2\x80\x99re pocketsize full of helpful information such as what to wear and how to prepare and the highlights chart makes choosing a walk easy'
AMC2_1869_1985	3.0	4.0	4.0	b' Kids love to paddle and the expertly Water Canoe Guide New HampshireVermont is family oriented and easy to use '
AMC2_1985_2169	3.0	3.0	3.0	b'It includes detailed maps and photographs camping and picnicking information driving parking and canoe putin instructions illustrated nature essays tips on safety and equipment'
AMC2_2170_2286	3.0	4.0	4.0	b'Find a nearby hidden gem and start planning your next weekend or fam\xc2\xadily vacation with all three superlative guides'
AMC2_2325_2517	3.0	3.0	3.0	b'Included in your gift set Nature Hikes in the White Mountains Nature Walks in the New Hampshire Lakes Region Quiet Water Canoe Guide New HampshireVermont'
AMC2_2598_2741	3.0	3.0	2.0	b'You can spend a lifetime in New York City and miss out on the remarkable abundance of green space throughout the metropolitan area'
AMC2_2742_2859	3.0	3.0	3.0	b'And in New York state there are even more adventures\xe2\x80\x94great paddling destinations from Long Island to the Adirondacks'
AMC2_2860_2891	3.0	3.0	3.0	b'The key is knowing where to go'
AMC2_2930_2953	4.0	3.0	4.0	b'Membership in a Bottle'
AMC2_2966_3027	3.0	3.0	3.0	b'The definitive gift of friendship for any AMC member to give'
AMC2_3028_3071	3.0	3.0	3.0	b'It\xe2\x80\x99s a starter kit to sharing the outdoors'
AMC2_3072_3195	2.0	3.0	4.0	b'Your friends will love you for it and you\xe2\x80\x99ll be helping AMC and its stewardship of the environment with each gift you give'
AMC2_3196_3326	3.0	3.0	3.0	b'Membership in a Bottle includes \xc2\xb732oz looptop Nalgene water bottle \xc2\xb712month AMC individual membership'
AMC2_3339_3365	3.0	3.0	3.0	b'York by land or by water '
AMC2_3365_3607	3.0	3.0	4.0	b'The authors of Nature Walks and Quiet Water have checked out countless locations culling the best so you don\xe2\x80\x99t have to take a long drive to a disap\xc2\xadpointing hike or paddle\xe2\x80\x94you can rely on their reporting to guarantee a great trip every time'
AMC2_3646_3770	3.0	3.0	3.0	b'Induded in your gift set Nature walks in and around New York City Quiet Water Canoe Guide New York'
appalachian1_47_112	3.0	3.0	3.0	b'PLEASE ACCEPT THE ENCLOSED TEMPORARY MEMBERSHIP CARD'
appalachian1_113_210	4.0	4.0	4.0	b'IT AUTHORIZES YOU TO START ENJOYING AMC\xe2\x80\x99S OUTDOOR ACTIVITIES IMMEDIATELY'
appalachian1_275_299	3.0	3.0	3.0	b'Dear Outdoor Enthusiast'
appalachian1_325_514	3.0	3.0	3.0	b'The Appalachian Mountain Club is looking for men women and children who share our love of the outdoors\xe2\x80\x94and our commitment to preserving our region\xe2\x80\x99s natural beauty for future generations'
appalachian1_540_601	3.0	3.0	3.0	b'Please use your Temporary Membership Card to \xe2\x80\x9cJoin the Club\xe2\x80\x9d'
appalachian1_602_670	4.0	3.0	4.0	b'And join the fun while making a real difference for the environment'
appalachian1_696_721	4.0	4.0	4.0	b'You name it\xe2\x80\x94we\xe2\x80\x99ve got it'
appalachian1_747_771	3.0	3.0	3.0	b'Our roots are in hiking'
appalachian1_772_794	3.0	3.0	3.0	b'And our roots go deep'
appalachian1_890_978	3.0	3.0	3.0	b'Only 50 million people lived in a country where Colorado had just become its 39th state'
appalachian1_1118_1377	3.0	3.0	3.0	b'From beginners to experts they are into hiking camping and backpacking crosscountry skiing and snowshoeing rock climbing and mountaineering canoeing kayaking and bicycling nature photography and birdwatching  and relaxing alongside nature'
appalachian1_1403_1423	4.0	4.0	4.0	b'Our mission is great'
appalachian1_1449_1504	3.0	4.0	4.0	b'With our volunteers we maintain 1400 miles of trails'
appalachian1_1505_1612	3.0	3.0	3.0	b'We provide overnight shelters including the famous AMC Mountain Huts to more than 80000 hikers annually'
appalachian1_1638_1814	3.0	3.0	3.0	b'We built our first hut more than 100 years ago in New Hampshire\xe2\x80\x99s northern Presidential Range and we helped protect the White Mountains so that they are still open to you now'
appalachian1_1815_1948	3.0	3.0	3.0	b'Today our unique network of 10 huts and lodges\xe2\x80\x94each a day\xe2\x80\x99s hike apart\xe2\x80\x94stretches 56 miles through the White Mountain National Forest'
appalachian1_1949_2029	3.0	3.0	3.0	b'And we offer the same hospitality atop beautiful Mt Greylock in the Berkshires'
appalachian1_2055_2210	3.0	3.0	3.0	b'We\xe2\x80\x99re partnering with agencies and other organizations to introduce innercity youth to the fun of the outdoors in Boston Philadelphia and New York City'
appalachian1_2211_2235	3.0	3.0	3.0	b'We\xe2\x80\x99re helping to develop'
appalachian1_2247_2328	3.0	3.0	3.0	b' the Northern Forest Canoe Trail from Old Forge New York to Fort Kent Maine '
appalachian1_2328_2385	3.0	3.0	3.0	b'We\xe2\x80\x99re helping to protect the Sterling Forest in New York'
appalachian1_2386_2525	3.0	3.0	3.0	b'And we\xe2\x80\x99re working with the National Park Service in upgrading the trail system in the Delaware Water Gap and Acadia National Park in Maine'
appalachian1_2551_2744	3.0	3.0	3.0	b'We\xe2\x80\x99re determined to conserve the Northern Forest of Maine New Hampshire Vermont and New York as well as the White and Berkshire ranges and the countryside surrounding the Appalachian Trail'
appalachian1_2745_2874	3.0	3.0	4.0	b'We\xe2\x80\x99re working to keep our air clean and healthy our waterfalls clear our rivers running free and recreational activities open'
appalachian1_2900_2981	3.0	3.0	3.0	b'Here in the Northeast we hold stewardship of a precious portion of planet Earth'
appalachian1_2982_3086	3.0	3.0	4.0	b'Contained within it are more than 100 species of trees more than 2000 species of plants and flowers'
appalachian1_3087_3170	3.0	3.0	3.0	b'Plus all the birds and animals of the forests and the fish of our rivers and lakes'
appalachian1_3196_3269	3.0	3.0	4.0	b'We\xe2\x80\x99re committed to preserving a healthy environment that sustains us all'
appalachian1_3296_3316	2.0	3.0	3.0	b'The Call of the Wild'
appalachian1_3342_3431	3.0	3.0	3.0	b'Despite centuries of neglect\xe2\x80\x94wildlife still abounds in the 12 states where we are active'
appalachian1_3472_3486	3.0	3.0	3.0	b'Shouldn\xe2\x80\x99t you'
appalachian1_3512_3655	3.0	3.0	3.0	b'Shouldn\xe2\x80\x99t you watch hawks and ravens soar below you at AMC\xe2\x80\x99s Lakes of the Clouds mountain hut perched 5000 ft high on Mt Washington\xe2\x80\x99s slope'
appalachian1_3681_3829	3.0	3.0	3.0	b'Shouldn\xe2\x80\x99t you canoe and hike along the Deerfield Connecticut and Androscoggin Rivers\xe2\x80\x94seeing some of the Northeast region\xe2\x80\x99s most beautiful scenery'
appalachian1_3855_3920	3.0	3.0	3.0	b'Shouldn\xe2\x80\x99t you learn the art of photographing subtle winter light'
appalachian1_3921_3936	4.0	3.0	3.0	b'Build an igloo'
appalachian1_3937_3953	3.0	3.0	3.0	b'Drive a dogsled'
appalachian1_3954_3979	3.0	3.0	3.0	b'Climb a frozen waterfall'
appalachian1_4005_4083	3.0	3.0	3.0	b'Shouldn\xe2\x80\x99t you learn ways to protect the environment while you are enjoying it'
appalachian1_4084_4105	3.0	3.0	3.0	b'Wouldn\xe2\x80\x99t you like to'
appalachian1_4106_4114	3.0	3.0	3.0	b'You can'
appalachian1_4140_4196	2.0	3.0	3.0	b'Why not come backpacking and overnight camping with AMC'
appalachian1_4197_4270	3.0	3.0	3.0	b'We have groups for every level of expertise and programs for all seasons'
appalachian1_4283_4400	3.0	3.0	3.0	b'Why not come horseback riding with AMC in the Catskills\xe2\x80\x94exploring the foothills and spending the night at a campsite'
appalachian1_4426_4443	3.0	3.0	3.0	b'Bring binoculars'
appalachian1_4444_4459	3.0	3.0	3.0	b'Prowl for owls'
appalachian1_4460_4476	3.0	3.0	3.0	b'Listen to loons'
appalachian1_4502_4552	3.0	3.0	3.0	b'Bring binoculars for the annual warbler migration'
appalachian1_4553_4580	3.0	3.0	3.0	b'Join a nocturnal owl prowl'
appalachian1_4581_4699	2.0	3.0	4.0	b'Spend two days camping canoeing and watching the wildlife on Connecticut\xe2\x80\x99s Housatonic River'
appalachian1_4700_4779	3.0	3.0	3.0	b'Spend a weekend bushwhacking with map and compass near our Pinkham Notch Lodge'
appalachian1_4780_4955	3.0	3.0	3.0	b'Take a fourmile canoe trip to northern New Hampshire\xe2\x80\x99s only bald eagle nesting site in the Lake Umbagog National Wildlife Refuge that we helped form'
appalachian1_4956_5034	3.0	3.0	3.0	b'Explore the evolution of the Presidential Range on a fourday geological trek'
appalachian1_5132_5275	3.0	3.0	3.0	b'Join fellow AMC volunteers who protect and preserve our extensive northeastern trail network\xe2\x80\x94including major sections of the Appalachian Trail'
appalachian1_5301_5353	4.0	4.0	4.0	b'YOU\xe2\x80\x99LL HAVE THE TIME OF YOUR LIFE\xe2\x80\x94but sign up early'
appalachian1_5354_5400	3.0	4.0	3.0	b'\xe2\x80\x9cBerths\xe2\x80\x9d for AMC\xe2\x80\x99s volunteer projects go fast'
appalachian1_5401_5622	3.0	3.0	4.0	b'Last year more than 1000 members contributed more than 70000 hours to our challenging and rewarding pro bono activities in cooperation with state and municipal agencies and other nonprofit groups that share our goals'
appalachian1_5648_5664	3.0	3.0	3.0	b'Indulge yourself'
appalachian1_5690_5839	3.0	4.0	4.0	b'Pursue your special interests or prepare yourself for a variety of recreational activities andor conservation projects by attending an AMC Workshop'
appalachian1_5865_5910	3.0	3.0	3.0	b'TRAVERSE THE PEAKS of the Presidential Range'
appalachian1_5911_5969	3.0	3.0	3.0	b'Stay overnight in your cozy bunk surrounded by wilderness'
appalachian1_5970_6047	3.0	3.0	3.0	b'Experience the most breathtaking views of the White Mountain National Forest'
appalachian1_6110_6175	3.0	3.0	4.0	b'There are daily activities and guided hikes for the whole family'
appalachian1_6201_6226	3.0	3.0	3.0	b'ISLEHOP the Maine Coast'
appalachian1_6259_6288	3.0	3.0	3.0	b'Camp out on isolated islands'
appalachian1_6289_6340	3.0	3.0	3.0	b'Experience the peace and beauty of coastal rhythms'
appalachian1_6450_6598	3.0	3.0	3.0	b'Hike between our Greenleaf Galehead Zealand Falls and Mizpah Spring Huts and experience the beauty of the mountains and hospitality of the huts'
appalachian1_6624_6652	3.0	3.0	3.0	b'EXPLORE the Northern Forest'
appalachian1_6653_6716	3.0	3.0	3.0	b'Choose from a number of hikes from easy walking to challenging'
appalachian1_6717_6836	3.0	3.0	3.0	b'Learn about the natural history forest management practices and environmental issues that affect the Northern Forest'
appalachian1_6862_6888	3.0	3.0	3.0	b'\xe2\x80\x9cBreaking the ice\xe2\x80\x9d is easy'
appalachian1_6914_7053	3.0	3.0	3.0	b'Regional chapters from Maine to Washington DC play a key role in introducing you to the activities and opportunities of AMC membership'
appalachian1_7079_7236	3.0	3.0	3.0	b'Chapter leaders arrange hiking and bicycling trips and teach the basics of crosscountry skiing whitewater and flatwater canoeing and other outdoor skills'
appalachian1_7237_7384	3.0	3.0	4.0	b'Chapter members participate in local conservation efforts trail work field trips and outings'
appalachian1_7385_7429	3.0	3.0	4.0	b'AMC publications are maps for your enjoyment'
appalachian1_7455_7573	3.0	3.0	4.0	b'Your taxdeductible Membership includes a subscription to AMC Outdoors the magazine of the Appalachian Mountain Club'
appalachian1_7574_7678	3.0	3.0	3.0	b'Published 10 times a year each issue is crammed with dates and detailed descriptions of AMC activities'
appalachian1_7679_7753	3.0	3.0	3.0	b'Hundreds and hundreds of them every month\xe2\x80\x94many at chapters near your home'
appalachian1_7779_7901	3.0	3.0	4.0	b'We\xe2\x80\x99ll tell you where to go for outdoor fun and keep you informed of the crucial issues affecting our mountain environment'
appalachian1_7927_8225	3.0	3.0	3.0	b'In addition to Event Calendars of regularly scheduled workshops clinics day trips overnight expeditions and family programs AMC Outdoors lists statebystate chapter activities\xe2\x80\x94plus notices of everything from neighborhood walks to day rides from weekend getaways to whalewatching excursions'
appalachian1_8251_8313	3.0	3.0	3.0	b'We also publish a wide range of books maps and trail guides'
appalachian1_8314_8415	3.0	3.0	3.0	b'We have the largest and broadest library of outdoor publications in the Northeast of interest to you'
appalachian1_8441_8509	3.0	4.0	3.0	b'And your membership entitles you to discounts on \xe2\x80\x9call of the above\xe2\x80\x9d'
appalachian1_8535_8641	3.0	3.0	4.0	b'AMC is dedicated to protecting the mountains trails and rivers throughout our region and near your home'
appalachian1_8642_8782	3.0	3.0	4.0	b'Our mission is to protect the environment through responsible citizen use and enjoyment of the outdoors\xe2\x80\x94that means your use your enjoyment'
appalachian1_8808_8916	2.0	3.0	3.0	b'May we look for the enclosed AMO Membership Acceptance with your taxdeductible contribution by return mail'
appalachian1_8942_9025	3.0	3.0	4.0	b'Please join us in enjoying and protecting our special corner of planet Earth today'
appalachian1_9214_9319	3.0	4.0	3.0	b'PS And please feel free to use your Temporary Membership Card while we are processing your application'
appalachian1_9320_9371	3.0	3.0	4.0	b'I hope it\xe2\x80\x99s just the push you need to get outdoors'
appalachian1_9397_9531	3.0	3.0	3.0	b'PPS Check out our website at wwwoutdoorsorg for uptodate information and hot tips on where to go what to do and what to take'
aspca1_34_95	3.0	3.0	3.0	b'THE AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS'
aspca1_121_211	3.0	3.0	3.0	b'424 East 92nd StreetLarry M HawkNew York NY 10128PresidentCEO wwwaspcaorg'
aspca1_263_283	3.0	3.0	3.0	b'His belly was empty'
aspca1_284_301	3.0	2.0	2.0	b'So empty it hurt'
aspca1_314_406	3.0	3.0	3.0	b'At least Astro could drink water from a puddle near the stake he was chained to'
aspca1_407_448	3.0	3.0	3.0	b'But then the puddle dried up'
aspca1_449_483	3.0	3.0	2.0	b'Astro had only a few days to live'
aspca1_522_534	3.0	3.0	3.0	b'Dear Friend'
aspca1_560_697	3.0	3.0	2.0	b'As you read my letter somewhere  perhaps not far from you someone is inflicting pain on an innocent animal  an animal like Astro'
aspca1_723_776	3.0	2.0	3.0	b'You may not be able to rescue that particular animal'
aspca1_777_893	4.0	3.0	3.0	b'But you CAN join the crusade to stop animal abuse and neglect by making a generous contribution to the ASPCA today'
aspca1_919_1034	3.0	3.0	3.0	b'I have sent you the enclosed complimentary nameandaddress labels to call your attention to the work of the ASPCA'
aspca1_1035_1134	3.0	4.0	3.0	b'Please USE them on your correspondence to help get our name in front of as many people as possible'
aspca1_1135_1238	3.0	3.0	3.0	b'Because the ASPCA  and the thousands of animals we help every year need all the friends we can get'
